id,oplocdistrict,industryphy,industryco,opscope,enttype,enttypeitem,state,orgid,jobid,adbusign,townsign,regtype,empnum,compform,parnum,exenum,opform,venind,enttypeminu,protype,oploc,regcap,reccap,forreccap,forregcap,congro,enttypegb,opfrom_year,opto_year,diff_year,oploc_freq
f000950527a6feb6d340f91da09e61347d8200cd2f0d1602,202,16,222,1,6,32,2,43,331,0,0,1,4,1,2,1,1,3,27,2,1983,100,0,0,0,0,53,2017,2067,50,18792
9c7fa510616a68303f06aeb96201299ec81a38f1f3d49cac,222,5,327,1,1,1,2,45,134,0,1,1,5,1,2,1,14,3,1,2,2344,20,0,0,0,0,1,2017,1970,0,337
da8691b210adb3f6df1803393a80523a9ca0916b22e7672b,207,5,327,1,1,1,2,25,312,0,1,1,1,1,2,1,14,3,1,2,1619,50,0,0,0,0,1,2019,1970,0,1
8f19388cfd6e2b9ca4367e8b7211303a311dbc6eabdbdf65,221,5,327,1,1,1,2,37,262,0,1,1,3,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2019,1970,0,18792
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,225,16,257,1,6,32,3,3,287,0,1,1,4,1,2,1,1,3,27,2,1983,500,0,0,0,0,53,2015,1970,0,18792
216bd2aaf4d079243c92fb561e589f87e32cdab4df944752,203,10,109,1,6,32,2,48,302,0,0,1,3,1,2,1,1,3,27,2,1983,100,0,0,0,0,53,2019,1970,0,18792
d8071a739aa75a3b98d50f51d77b3bc174646cd50aacebcf,207,16,265,1,6,29,2,50,261,0,0,1,3,1,2,1,1,3,1,2,1983,500,0,0,0,0,49,2019,1970,0,18792
d8071a739aa75a3b987a2915a7b4d28ff3dff9fc0ebba353,207,16,272,1,6,32,2,50,261,0,1,1,2,1,2,1,1,3,3,2,1983,1000,0,0,0,0,3,2018,2068,50,18792
beb4aaaa89e0a0ae294e4fac1525841afae587b835b07be8,202,5,318,1,1,1,3,24,403,0,0,1,10,1,2,1,14,3,1,2,1983,60,0,0,0,0,1,2018,1970,0,18792
d8071a739aa75a3b3dd2fc71ae50436afcaec1dd528cfa4f,207,16,272,1,6,29,2,50,261,0,0,1,8,1,2,1,1,3,1,2,1983,200,0,0,0,0,49,2018,2048,30,18792
47645761dc56bb8c8116c9bd0e55c3df666ebcd3c5e63e8a,223,10,135,1,6,29,2,42,344,0,1,1,4,1,2,1,1,3,1,2,1983,1000,0,0,0,0,49,2017,1970,0,18792
ed38190adf12fceb07b1561b4578bf81b041440886202b9b,200,5,327,1,1,1,2,9,349,0,1,1,2,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2018,1970,0,18792
47645761dc56bb8cc7f3f0094d90a2c90870b75d48dd4769,223,16,258,1,6,32,2,42,72,0,0,1,7,1,2,1,1,3,27,2,1983,120,0,0,0,0,53,2020,1970,0,18792
755db3b5c5f74eb420177ba950fcf27c4ed88b996c9a81e1,223,5,18,1,1,1,2,53,425,0,1,1,2,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2020,1970,0,18792
59b38c56de383683d2368be35a14e614a3131c2908a486fa,202,16,243,1,6,32,2,43,67,0,0,1,5,1,2,1,1,3,27,2,1983,100,0,0,0,0,53,2020,1970,0,18792
e9f7b28ec10e04701c5cd9b2c3f4e7761b1edaea4bac3842,221,10,109,1,6,29,2,44,216,0,0,1,5,1,2,1,1,3,1,2,1983,100,0,0,0,0,49,2018,2068,50,18792
59b38c56de3836830100dd21f629888a96a19a361ab069ca,202,10,144,1,6,29,2,43,67,0,0,1,3,1,2,1,1,3,1,2,1983,50,0,0,0,0,49,2019,1970,0,18792
f000950527a6feb6280ef2b5fc58260228efb44b1b9b5536,202,16,262,1,6,29,2,1,165,0,0,1,2,1,2,1,1,3,1,2,1983,550,0,0,0,0,49,2019,1970,0,18792
9c7fa510616a6830794bc8e474483ffa852a93d3b1ffeb19,222,5,327,1,1,1,3,45,335,0,1,1,50,1,2,1,14,3,1,2,2344,50,0,0,0,0,1,2018,1970,0,337
beb4aaaa89e0a0ae75e1d3b3a668e8d321820914563b8f8c,202,5,318,1,1,1,2,16,128,0,0,1,5,1,2,1,14,3,1,2,4275,20,0,0,0,0,1,2020,1970,0,13
f000950527a6feb62d2e0ec80714821be2c79b17fa7fc30f,271,14,167,1,13,11,2,31,382,0,0,1,20,1,10,9,1,3,12,2,1983,1700,0,0,0,0,23,2019,2039,20,18792
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,200,16,216,1,6,29,2,31,415,0,1,1,4,1,2,1,1,3,1,2,1983,5000,0,0,0,0,49,2016,2046,30,18792
e9f7b28ec10e0470eb33e7fdb616a09f92814e348af2f151,221,14,167,1,13,11,2,44,21,0,1,1,10,1,2,1,1,3,12,2,1983,150100,0,0,0,0,23,2018,2068,50,18792
f000950527a6feb601c253523083d266a42e2cd35c6742e6,202,5,327,1,6,32,2,43,254,0,0,1,3,1,2,1,1,3,27,2,1983,20,0,0,0,0,53,2018,2068,50,18792
beb4aaaa89e0a0aebc6399bc27f1ea4446e8f0edbb0946a5,202,5,327,1,1,1,2,16,128,0,0,1,6,1,2,1,14,3,1,2,4259,50,0,0,0,0,1,2018,1970,0,1
59b38c56de3836836abf6434ec0cbe3c0394748fee50f6f8,202,17,99,1,13,11,2,43,104,0,1,1,3,1,2,1,1,3,12,2,1983,13600,0,0,0,0,23,2017,2022,5,18792
d8071a739aa75a3bf89659c841a8f1ceca376edc352fd4e6,207,16,216,1,6,32,3,50,261,0,1,1,4,1,2,1,1,3,27,2,1983,500,0,0,0,0,53,2017,2067,50,18792
d8071a739aa75a3b37867d2ebab5dd038674e5edb768e2b2,271,16,216,1,6,32,2,31,415,0,0,3,4,1,2,1,1,3,27,2,1983,200,0,0,0,0,53,2017,2067,50,18792
da8691b210adb3f6ade3d055248e55b4d77b0d358ac6327f,207,5,327,1,1,1,3,70,293,0,1,1,3,1,2,1,14,3,1,2,406,50,0,0,0,0,1,2017,1970,0,1
216bd2aaf4d07924c3a2e686b890ae8a3e34afbd1f0cfde4,203,10,133,1,13,16,2,48,294,0,1,1,8,1,2,1,33,3,1,2,1983,85,0,0,0,0,28,2017,1970,0,18792
f1c1045b13d18329f6c96b3a9705273ae3c2f8da70781ae2,225,5,318,1,1,1,3,8,139,0,1,1,7,1,2,1,14,3,1,2,2204,100,0,0,0,0,1,2017,1970,0,1
216bd2aaf4d07924a2f49c58d7fbc5e95dd51510f6de1d24,203,6,289,1,6,32,2,48,124,0,0,1,5,1,2,1,1,3,2,2,1983,1000,0,0,0,0,2,2020,2050,30,18792
f000950527a6feb687d661f6f5020797ba8e0498187ab23c,202,10,109,1,6,32,2,1,254,0,0,1,8,1,2,1,1,3,3,2,1983,150,0,0,0,0,3,2018,1970,0,18792
f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,225,5,4,1,1,1,2,11,139,0,1,1,11,1,2,1,14,3,1,2,4179,10,0,0,0,0,1,2014,1970,0,1
47645761dc56bb8cd13bb09cdf048bc198fb684d6073a4ed,223,10,107,1,6,32,2,42,392,0,0,1,2,1,2,1,1,3,2,2,1983,2000,0,0,0,0,2,2020,1970,0,18792
47645761dc56bb8cb66845ee695530e5f31edd1d08d73733,223,5,6,1,6,32,2,42,185,0,0,1,7,1,2,1,1,3,27,2,1983,50,0,0,0,0,53,2019,1970,0,18792
47e3664e12f3ce7424b1853fc22fb0ee728a9737781f9163,222,10,139,1,6,32,2,61,75,0,0,1,10,1,2,1,1,3,27,2,1983,300,0,0,0,0,53,2020,1970,0,18792
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,200,16,236,1,6,29,2,31,152,0,1,1,0,1,2,1,1,3,1,2,1983,10,10,0,0,0,49,2009,2022,13,18792
d8071a739aa75a3be4b13557d7036779de6cad403115f1b2,207,16,216,1,6,32,2,50,64,0,0,1,2,1,2,1,1,3,27,2,1983,500,0,0,0,0,53,2020,1970,0,18792
8f19388cfd6e2b9c01f5e60cea9dec14269aa6c752524bca,221,5,316,1,1,1,2,37,262,0,1,1,2,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2017,1970,0,18792
216bd2aaf4d07924fde92a923e4dfc558140128f86da6b39,203,16,265,1,6,32,2,48,157,0,0,1,2,1,2,1,1,3,27,2,1983,100,0,0,0,0,53,2019,2069,50,18792
216bd2aaf4d0792499bfcbf543ab17cbc08d728196bbd6ae,203,5,18,1,6,32,2,48,157,0,0,1,3,1,2,1,1,3,27,2,1983,200,0,0,0,0,53,2020,1970,0,18792
da8691b210adb3f603589e87c62c265a2295913b77f8d1c2,207,5,329,1,1,1,2,58,293,0,1,1,4,1,2,1,14,3,1,2,5194,15,0,0,0,0,1,2017,1970,0,1
d8071a739aa75a3b84e69990261018ba4872d15f6d1849d5,207,16,259,1,6,29,2,50,261,0,0,1,3,1,2,1,1,3,1,2,1983,530,0,0,0,0,49,2019,1970,0,18792
47645761dc56bb8c9af439a90fe0318b658a170f0e7c229c,223,16,272,1,6,32,2,42,72,0,0,1,3,1,1,1,1,3,27,2,1983,30,0,0,0,0,53,2020,1970,0,18792
47e3664e12f3ce7424308681c10ad0c40c5897051242dcce,222,13,32,1,6,29,3,61,40,0,1,1,4,1,2,1,1,3,1,2,1983,500,0,0,0,0,49,2015,2045,30,18792
d8071a739aa75a3b9fcb0f9cb7940971b8c93d5947b5ef6e,207,16,272,1,6,29,2,50,261,0,0,1,2,1,2,1,1,3,1,2,1983,500,0,0,0,0,49,2019,2069,50,18792
d8071a739aa75a3ba2c2e4c6a0f703bdcd01d80f251d1d92,207,16,265,1,6,32,2,50,261,0,0,1,3,1,2,1,1,3,27,2,1983,100,0,0,0,0,53,2019,2069,50,18792
f000950527a6feb680347196233d29b7a940fc5a2f69092c,200,14,185,0,6,29,2,43,385,0,1,1,3,1,2,1,1,3,1,2,1983,50,50,0,0,0,49,2014,2064,50,18792
f000950527a6feb62fd5b5b8e77a9dc5ba3cf4b5cbda6655,200,6,295,1,6,29,2,31,415,0,1,1,4,1,2,1,1,3,1,2,1983,50,0,0,0,0,49,2017,2067,50,18792
8f19388cfd6e2b9cbb620b63eb6241b8c370805e01480d94,221,5,327,1,1,1,2,37,262,0,1,1,2,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2019,1970,0,18792
8f19388cfd6e2b9c4793594ad271616908f9aee5f2a7e43d,221,5,18,1,1,1,3,55,210,0,1,1,2,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2019,1970,0,18792
ed38190adf12fceba3b82db3f176d32d9a9832e918f52c39,200,5,316,1,1,1,2,9,278,0,1,1,1,1,2,1,14,3,1,2,1983,10,0,0,0,0,1,2017,1970,0,18792
d8071a739aa75a3b3e184ce1af0f23b5bfb532638f412165,207,10,100,1,13,16,2,50,261,0,0,1,5,1,2,1,33,3,1,2,1983,10,0,0,0,0,28,2019,1970,0,18792
f000950527a6feb63d3bb1384dcfd0d31dca81222112e884,202,5,18,1,6,32,2,1,114,0,0,1,5,1,2,1,1,3,27,2,1983,100,0,0,0,0,53,2019,2069,50,18792
f000950527a6feb60eeafca5eb8e4a05cef39080c2c071fd,202,5,327,1,6,32,3,1,114,0,0,1,1,1,2,1,1,3,27,2,1983,500,0,0,0,0,53,2018,1970,0,18792
f1c1045b13d183297c9b8704d538fafc335088323bdd8e60,225,5,327,1,1,1,2,10,131,0,1,1,4,1,2,1,14,3,1,2,3149,10,0,0,0,0,1,2018,1970,0,1
9c7fa510616a6830968388e1be2a051b12001fab35e6144f,222,5,327,1,1,1,2,45,134,0,1,1,2,1,2,1,14,3,1,2,2344,10,0,0,0,0,1,2019,1970,0,337
f1c1045b13d183298012586c59ff2344eea48ee71a7e8ce2,225,5,327,1,1,1,2,8,120,0,1,1,3,1,2,1,14,3,1,2,2841,10,0,0,0,0,1,2020,1970,0,2
47645761dc56bb8c6217ea49c22870866449b47cbc5bb299,223,7,197,1,14,4,3,42,371,0,1,1,4,1,2,1,1,3,1,2,3396,10,0,0,0,0,7,2016,2025,9,2
e9f7b28ec10e0470767e8d8850746d93e8668424446cc3e9,221,16,227,1,6,29,2,44,28,0,1,1,0,1,2,1,1,3,1,2,1983,100,0,0,0,0,49,2011,2041,30,18792
da8691b210adb3f6261f1246d946c4b8b7c1b6dcfea06fae,207,5,327,1,1,1,2,58,299,0,1,1,3,1,2,1,14,3,1,2,5232,10,0,0,0,0,1,2018,1970,0,1
9c7fa510616a6830e0432f687e072ec6b1abf3e837e22bc9,222,5,316,1,1,1,2,45,134,0,1,1,2,1,2,1,14,3,1,2,2344,12,0,0,0,0,1,2019,1970,0,337
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,203,13,35,1,1,1,3,60,303,0,1,1,1,1,2,1,14,3,1,2,1983,50,0,0,0,0,1,2016,1970,0,18792
f000950527a6feb608dd9322b74a99f60851207f36a3c94c,202,4,158,1,6,9,2,1,331,0,1,1,4,1,2,1,1,3,1,2,1983,12000,0,0,0,0,14,2017,2067,50,18792
beb4aaaa89e0a0ae4f8ecba52b294240c920ddd0caa45e3a,202,10,134,1,1,1,2,18,212,0,0,1,2,1,2,1,14,3,1,2,4282,100,0,0,0,0,1,2020,1970,0,1
516ab81418ed215d71d82e31af1039645b48821c1b3214e7,225,13,35,1,6,32,2,3,214,0,0,1,1,1,2,1,1,3,27,2,1983,10,0,0,0,0,53,2018,1970,0,18792
216bd2aaf4d0792418a35b8005a8c7ef5af1d986dc2ef19a,203,16,216,1,6,29,2,48,124,0,0,1,3,1,2,1,1,3,1,2,1983,500,0,0,0,0,49,2019,1970,0,18792
d8071a739aa75a3b9b49d936047a9ba3dd1568c115f00336,207,10,109,1,6,29,2,50,261,0,0,1,3,1,2,1,1,3,1,2,1983,100,0,0,0,0,49,2020,2070,50,18792
d8071a739aa75a3bd4136293caae5613d39d000535f685cc,207,16,265,1,6,29,2,50,261,0,0,1,2,1,2,1,1,3,1,2,1983,500,0,0,0,0,49,2019,1970,0,18792
f1c1045b13d183290938ee294347c0fcf724327c5c8dca67,225,5,317,1,1,1,2,75,330,0,1,1,1,1,2,1,14,1,1,2,3350,20,0,0,0,0,1,2016,1970,0,3
beb4aaaa89e0a0aed0c4e2b5ca09c2774026d4ddbba02d2c,202,5,18,1,1,1,2,20,94,0,0,1,2,1,2,1,14,3,1,2,1075,10,0,0,0,0,1,2020,1970,0,1
d8071a739aa75a3b2ff7b2fe193ae712c8b123cd30011c0b,207,10,92,1,6,29,2,50,261,0,0,1,4,1,2,1,1,3,1,2,1983,500,0,0,0,0,49,2018,2068,50,18792
ed38190adf12fcebf147708d3475e8290df099beb037a5af,200,10,134,1,1,1,2,12,289,0,0,1,2,1,2,1,14,3,1,2,1983,30,0,0,0,0,1,2020,1970,0,18792
755db3b5c5f74eb4ab1660f19ae3a92a051aea6171a64249,223,5,327,1,1,1,3,34,369,0,0,1,2,1,2,1,14,3,1,2,948,10,0,0,0,0,1,2019,1970,0,1
beb4aaaa89e0a0aee8a394e84d59eb3b011cd41d12b4c179,202,5,316,1,1,1,2,18,84,0,1,1,4,1,2,1,14,3,1,2,871,20,0,0,0,0,1,2017,1970,0,1
9c7fa510616a68300b6234047a43e3f58d403755e4f39bf5,222,5,316,1,1,1,2,45,134,0,1,1,1,1,2,1,14,3,1,2,2344,10,0,0,0,0,1,2019,1970,0,337
f1c1045b13d183295739fbdbc9d1c2721ad063a85b6e38e5,225,5,316,1,1,1,2,10,131,0,1,1,2,1,2,1,14,3,1,2,48,10,0,0,0,0,1,2017,1970,0,1
beb4aaaa89e0a0ae39e10480c168ca76ce03d01e9858b309,202,16,254,1,1,1,2,14,97,0,1,1,2,1,2,1,14,3,1,2,5314,30,0,0,0,0,1,2019,1970,0,1
f000950527a6feb693d497c8dd76e85913ebada080cae0ab,202,5,18,1,6,29,2,43,331,0,1,1,3,1,2,1,1,3,1,2,1983,100,0,0,0,0,49,2018,1970,0,18792
216bd2aaf4d079245b3e2e56cf1f1a88d5a8562255d874a5,203,16,265,1,6,29,2,48,302,0,0,1,3,1,2,1,1,3,1,2,1983,300,0,0,0,0,49,2019,1970,0,18792
